City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
500,santa isabel do rio negro,-0.4139,-65.0192,22.84,98,100,0.9,BR,1673060903
501,amapa,1.0,-52.0,21.44,98,78,1.04,BR,1673060904
502,ulfborg,56.2673,8.3217,7.72,96,99,4.81,DK,1673060904
503,rocha,-34.4833,-54.3333,17.13,95,0,3.36,UY,1673060905
504,qaqortoq,60.7167,-46.0333,-11.95,62,100,2.65,GL,1673060905
505,barranca,-10.75,-77.7667,20.83,75,100,2.7,PE,1673060906
506,goma,-1.6792,29.2228,15.92,76,51,1.54,CD,1673060906
507,moranbah,-22.0016,148.0466,31.0,43,73,6.48,AU,1673060907
508,prince rupert,54.3161,-130.3201,4.4,89,100,4.46,CA,1673060907
509,dickson,36.077,-87.3878,6.13,66,75,0.0,US,1673060700
510,hirara,24.8,125.2833,18.77,58,79,10.47,JP,1673060908
511,la union,-5.4,-80.75,20.81,73,100,5.32,PE,1673060909
512,seoul,37.5683,126.9778,3.76,70,75,4.12,KR,1673060118
513,liverpool,53.4106,-2.9779,12.3,92,40,8.23,GB,1673060840
514,kieta,-6.2167,155.6333,28.82,75,100,3.11,PG,1673060910
515,tenkodogo,11.78,-0.3697,22.24,25,3,3.95,BF,1673060910
516,nowa deba,50.4297,21.7508,8.55,92,100,3.17,PL,1673060911
517,san vicente,-26.6167,-54.1333,16.28,46,0,1.63,AR,1673060911
518,kralendijk,12.15,-68.2667,25.99,83,75,6.17,BQ,1673060912
519,rundu,-17.9333,19.7667,21.44,69,99,2.81,NA,1673060912
520,inuvik,68.3499,-133.7218,-18.58,84,100,2.57,CA,1673060913
521,gumdag,39.2061,54.5906,6.26,65,0,3.02,TM,1673060913
522,coos bay,43.3665,-124.2179,13.51,90,100,3.6,US,1673060914
523,yar-sale,66.8333,70.8333,-36.91,100,100,2.64,RU,1673060915
524,bilecik,40.0,30.1667,-4.62,88,10,1.51,TR,1673060915
525,peace river,56.2501,-117.286,-4.78,89,20,3.8,CA,1673060916
526,ewa beach,21.3156,-158.0072,27.97,63,0,4.12,US,1673060916
527,tarakan,3.3,117.6333,24.72,94,100,1.03,ID,1673060917
528,lafiagi,8.8667,5.4167,22.99,30,19,0.87,NG,1673060917
529,la libertad,-2.2333,-80.9,22.97,76,100,3.52,EC,1673060918
530,nakusp,50.2499,-117.8023,1.83,96,95,1.04,CA,1673060918
531,skjervoy,70.0311,20.9714,-12.0,56,0,11.29,NO,1673060698
532,kysyl-syr,63.8986,122.7617,-35.28,97,100,3.14,RU,1673060919
533,muros,42.7762,-9.0603,13.94,92,100,13.47,ES,1673060919
534,changzhou,31.7833,119.9667,12.29,28,0,1.09,CN,1673060537
535,caravelas,-17.7125,-39.2481,25.03,88,93,3.83,BR,1673060920
536,abonnema,4.7084,6.7931,24.73,86,42,2.08,NG,1673060921
537,humaita,-7.5061,-63.0208,21.6,98,99,0.42,BR,1673060921
538,bubaque,11.2833,-15.8333,25.6,62,88,5.71,GW,1673060922
539,turinskaya sloboda,57.6232,64.3858,-10.38,95,100,3.54,RU,1673060922
540,ierapetra,35.01,25.7353,13.97,72,3,1.79,GR,1673060923
541,salina,38.8403,-97.6114,4.07,68,0,3.09,US,1673060923
542,artyom,40.4723,50.333,6.08,87,97,6.79,AZ,1673060924
543,kurilsk,45.2333,147.8833,-2.25,57,98,2.27,RU,1673060924
544,pingxiang,27.6167,113.85,16.09,46,0,1.14,CN,1673060925
545,varnamo,57.186,14.04,1.14,1,100,0.45,SE,1673060925
546,padang,-0.9492,100.3543,27.03,71,87,1.48,ID,1673060779
547,muisne,0.6,-80.0333,23.89,82,100,2.21,EC,1673060926
548,chapais,49.7834,-74.8492,-9.12,96,100,2.83,CA,1673060927
549,luanda,-8.8368,13.2343,25.03,86,100,2.77,AO,1673060928
550,oistins,13.0667,-59.5333,26.05,78,40,8.75,BB,1673060928
551,joao pessoa,-7.115,-34.8631,25.13,83,75,1.54,BR,1673060929
552,bud,39.447,-86.1758,0.46,90,74,2.21,US,1673060930
553,dossor,47.5272,52.9811,2.83,94,100,5.39,KZ,1673060930
554,buchanan,5.8808,-10.0467,24.85,85,26,1.78,LR,1673060931
555,clyde river,70.4692,-68.5914,-32.04,88,11,0.81,CA,1673060931
556,longavi,-35.9667,-71.6833,15.97,70,0,2.03,CL,1673060932
557,labytnangi,66.6572,66.4183,-34.09,98,98,2.99,RU,1673060932
558,garowe,8.4054,48.4845,18.69,86,3,3.2,SO,1673060933
559,bronnoysund,65.4625,12.1997,-1.0,64,100,9.39,NO,1673060934
560,lunglei,22.8833,92.7333,17.87,51,0,0.43,IN,1673060934
561,cueto,20.6439,-75.9356,22.29,91,13,2.6,CU,1673060935
562,maues,-3.3836,-57.7186,22.71,97,98,1.27,BR,1673060936
